gold_diff,kill_diff,my_team_tower_fb,my_team_drake_fb,my_team_herald_fb,my_team_win
5490,14,0,1,1,True
1907,2,0,0,0,True
-4193,-2,1,0,0,False
-2167,-3,1,1,1,False
1349,1,0,0,0,True
3237,8,0,1,1,True
-959,-4,1,0,1,True
-1165,-1,0,0,0,False
896,2,0,1,1,True
1457,6,1,1,1,True
2098,4,0,1,1,True
-616,-2,0,1,0,False
4202,4,0,0,1,True
-173,-1,1,0,0,False
-834,-4,0,1,1,True
-815,1,1,0,0,True
-2860,-5,1,0,0,False
158,3,0,1,1,True
-3049,-3,1,1,0,True
-1925,-4,1,1,0,False
-292,0,0,1,0,True
-2281,-4,1,1,0,False
-232,-3,1,0,1,True
1381,4,0,1,1,True
595,3,1,0,0,False
1,0,1,1,0,False
157,1,0,1,1,True
-952,0,1,0,0,True
2295,4,0,1,0,True
2932,4,1,1,1,True
5838,11,0,1,1,True
-2716,-4,1,0,0,False
2272,6,0,1,1,True
4217,9,0,1,1,True
-3848,-7,1,0,0,False
1593,2,0,1,0,True
-546,-1,1,0,0,False
1264,4,0,0,1,True
-1013,-1,1,0,0,True
1408,0,0,0,0,True
689,1,0,1,0,False
954,2,0,1,0,True
629,3,1,0,1,False
546,1,0,1,0,True
-268,1,0,1,1,False
3543,6,0,1,1,True
222,0,0,1,1,True
14,-2,0,0,1,True
582,1,0,1,0,False
-1362,-5,1,0,0,False
-793,-3,1,0,0,True
1979,5,0,1,1,True
592,-3,0,1,1,True
-609,-1,1,1,0,False
1510,2,0,1,0,True
-819,-2,1,1,1,False
74,-2,0,0,0,False
1230,3,0,0,1,False
-648,1,1,1,0,False
1065,2,0,1,0,True
2284,3,0,0,0,True
-5,-1,0,1,1,True
2018,2,0,1,1,True
-1609,-2,1,0,0,False
466,3,1,1,1,True
-424,3,1,0,0,True
3408,5,0,1,1,True
-2966,-3,1,0,0,False
555,-1,0,0,1,False
-1205,-3,0,1,0,True
3140,4,1,0,1,True
4189,8,0,1,0,True
2163,6,0,0,1,True
2033,2,0,1,1,True
1460,2,1,1,1,False
504,2,1,1,0,True
-3549,-8,1,0,0,False
453,0,1,0,0,False
2928,9,0,0,1,True
1778,3,1,0,1,True
3397,6,0,0,1,True
2384,2,0,1,0,True
-2662,-7,1,0,0,True
2904,3,0,1,1,True
-1039,-3,0,1,0,True
264,-2,0,1,0,True
-70,-3,1,1,1,True
-1187,-5,0,0,1,True
1304,1,1,1,0,True
-1300,-2,0,1,1,True
-2042,-6,1,0,0,False
-289,0,0,1,1,False
127,1,0,1,1,True
303,-2,0,0,0,True
1074,0,1,1,1,True
926,1,1,0,0,True
-1084,-3,1,1,0,False
-382,0,1,0,0,True
2794,8,0,1,1,True
-1327,-4,1,0,1,True
-3075,-6,1,0,0,False
-1206,-5,1,0,0,False
1185,2,1,1,0,True
574,4,1,1,0,True
1949,4,0,0,1,False
877,0,1,0,1,False
1025,-2,0,1,0,True
-746,0,1,0,0,False
26,1,1,1,0,True
2917,10,0,1,1,True
1285,2,0,0,1,True
-3848,-7,1,0,0,False
-3277,-5,1,0,0,False
-235,2,1,1,0,False
-48,5,1,1,1,False
-653,-1,0,1,0,True
-388,-2,1,1,0,False
1991,6,0,0,1,True
-1448,-2,1,0,0,True
-1047,-3,1,0,0,False
-4292,-8,1,0,0,True
3937,3,0,1,1,True
-2361,-4,1,1,0,True
3862,10,1,0,1,True
2447,4,0,1,1,True
3657,7,0,0,0,True
1103,2,1,0,1,False
-333,0,1,0,1,False
-214,-1,1,1,0,False
3413,8,0,1,0,True
3773,5,0,1,1,True
-2073,-4,1,0,0,False
552,0,1,0,0,False
1691,5,1,1,0,False
1202,2,1,1,0,True
-1198,-3,0,0,0,False
1382,2,0,0,0,False
-1712,-5,1,1,0,False
110,0,0,1,0,True
316,3,1,0,0,False
3117,7,0,1,0,False
-1614,-3,1,1,1,False
48,4,1,1,1,True
-1570,-3,1,1,0,False
1572,4,0,1,0,False
2138,4,1,0,0,True
-752,-1,1,0,1,False
1492,0,0,0,1,True
-353,-1,1,0,0,False
-1365,-1,1,0,0,False
2228,5,0,1,1,True
16,1,0,0,1,True
-2845,-4,1,0,0,True
-1349,-3,1,1,0,True
1876,4,0,0,1,True
481,2,0,1,0,True
115,-3,1,0,1,True
1634,4,0,1,1,True
-405,-3,0,1,0,True
-52,-1,0,0,1,True
-4544,-9,1,0,0,False
-281,3,1,1,1,True
-437,-2,1,1,0,True
-3325,-2,1,0,0,False
3928,5,0,1,1,True
-2337,-5,1,0,1,False
179,0,0,0,0,True
-173,-2,1,0,0,True
50,0,1,1,0,False
-1286,-1,1,0,1,False
443,3,1,1,1,True
473,1,1,0,0,True
225,1,1,1,0,True
-1961,-5,1,0,0,False
4440,9,0,1,1,True
2640,5,0,1,1,True
2457,4,0,1,1,True
3807,9,0,1,1,True
-1147,-2,1,1,0,False
461,1,1,1,1,True
5069,11,0,1,0,True
-217,-1,0,0,1,True
-3240,-9,1,0,0,True
2123,9,0,1,1,True
-439,-5,0,0,1,False
1004,3,0,1,0,False
1088,2,0,1,1,True
346,5,1,0,0,True
1355,1,1,1,0,True
3064,10,1,1,0,True
-789,-2,1,0,1,True
146,0,0,0,1,True
-613,0,1,0,1,True
-173,1,0,0,1,True
224,3,1,1,1,False
895,1,0,1,0,False
1554,2,0,1,1,False
-1242,2,1,1,1,True
5546,10,0,1,1,True
2491,4,1,1,0,True
1794,4,0,0,0,True
-1115,-3,1,0,0,True
133,-1,0,1,1,True
713,2,0,1,0,True
2450,5,1,0,0,True
-4356,-11,1,0,0,False
879,3,0,0,1,False
-1960,-5,1,1,0,False
4363,9,0,1,1,True
-424,1,1,0,0,False
3522,5,0,1,0,True
51,1,0,1,0,True
1677,1,0,1,1,True
471,0,0,1,1,True
-704,-2,0,0,0,True
994,0,1,0,0,True
1345,4,0,1,0,True
1006,1,0,1,0,True
-392,-3,1,0,0,False
-1591,-1,1,1,0,False
-759,-1,1,0,0,False
-1920,-2,1,1,0,False
258,3,0,1,1,True
46,2,0,0,0,True
534,-1,1,1,1,True
1640,3,0,1,0,True
-2987,-2,1,0,0,True
2965,7,0,0,0,True
-510,0,1,0,0,False
-1021,-3,1,0,0,False
-1015,-1,0,1,1,False
1855,6,1,1,0,True
-1764,-5,1,0,0,False
1545,3,0,0,1,True
3458,6,0,1,0,False
8,2,1,1,0,True
2785,4,0,0,1,True
-2547,-4,1,0,1,False
-2399,-3,1,0,0,False
726,2,0,1,0,False
-1319,0,1,1,0,False
-3027,-5,1,1,0,False
1722,6,1,1,1,True
741,-2,0,0,1,True
-4805,-7,1,0,0,False
1686,3,0,0,0,False
1110,7,1,0,0,False
-808,-1,0,0,0,True
-1412,0,1,1,0,False
-382,-1,1,1,1,False
531,-1,0,1,1,False
1646,1,0,1,1,True
112,1,1,1,1,True
1345,-1,0,1,1,True
2121,5,0,1,1,True
-551,-4,0,0,0,True
1622,3,0,0,1,True
2129,5,0,0,0,True
-3585,-6,1,0,0,False
845,0,0,1,0,True
-6516,-9,1,0,0,False
62,2,1,0,1,True
-2819,-5,1,0,0,False
263,2,0,0,1,True
-485,1,1,1,0,True
962,2,1,1,0,True
-306,-1,0,1,1,False
2581,4,0,0,0,True
5049,10,0,1,0,True
1725,3,0,0,0,True
-2830,-5,1,1,0,False
400,1,0,1,1,True
-753,-3,0,1,1,False
1495,2,0,1,1,True
1531,6,0,1,0,True
1251,3,0,0,1,True
-1555,-1,1,1,1,False
-239,3,0,1,0,True
-2424,-3,0,1,0,False
-3540,-9,1,0,0,False
1717,5,0,1,1,True
76,2,1,1,0,False
2419,5,1,1,1,True
-2328,-3,1,0,0,False
781,2,0,1,1,True
1662,4,0,1,0,True
-3007,-3,1,1,1,True
-1672,-3,1,0,0,False
248,-2,0,1,1,True
-194,0,1,0,0,False
4301,8,0,1,1,False
3156,5,0,1,1,True
-217,1,0,0,1,True
1757,3,0,1,1,True
-401,-1,1,0,1,True
2195,3,0,0,1,False
510,0,0,0,0,True
313,0,0,0,0,True
-191,-1,1,1,0,False
2477,7,0,0,1,True
-1345,-3,0,1,1,True
2156,5,0,1,1,True
1715,5,1,0,1,True
-63,3,1,1,1,True
871,0,1,1,0,True
-759,-2,0,1,0,True
-830,-1,1,0,0,True
2516,7,1,1,0,True
-1096,-1,0,0,0,True
2290,4,1,1,0,True
962,-1,0,1,1,True
827,0,0,0,1,True
845,-1,0,1,0,True
3673,7,0,1,1,True
-323,0,0,1,1,True
263,0,0,1,1,True
6280,11,0,1,0,True
-3246,-4,1,0,0,False
-2069,-4,0,1,1,True
980,1,0,1,1,True
378,0,1,0,0,False
-229,1,1,1,1,True
-1473,-3,0,1,0,True
550,5,1,1,1,True
-2058,-3,1,0,0,False
-2659,-3,1,0,1,False
2161,4,0,0,1,True
3870,6,1,1,1,True
-138,-2,0,0,1,False
2881,6,1,0,1,True
2655,5,0,1,0,True
17,1,1,0,1,False
1644,5,0,1,1,True
1523,4,0,1,1,True
-1302,-2,1,0,1,False
2167,8,0,0,1,True
-1242,-2,1,0,1,True
-3082,-5,1,0,0,False
-94,1,1,1,1,True
3116,8,0,0,1,True
4253,10,0,1,1,True
-1097,-1,1,1,0,True
1814,2,0,0,1,True
-11,-2,0,1,0,True
-482,-1,0,1,1,True
1554,5,0,1,1,False
2969,7,0,0,1,True
1145,3,0,1,1,False
-2046,-5,1,0,0,False
3050,4,0,1,1,False
2736,5,0,0,1,True
318,-3,0,0,0,False
1631,3,1,1,0,False
80,-3,0,1,1,True
-683,-1,1,1,1,True
-1705,-1,1,1,0,False
-3293,-6,1,0,0,False
-832,-1,0,0,0,False
1837,2,0,1,1,True
1520,3,1,1,1,True
2264,3,0,1,1,True
2785,4,0,1,1,False
-4739,-6,1,0,0,False
-741,-2,1,0,0,True
-221,-3,1,1,0,True
678,-2,0,1,1,True
5860,10,0,0,1,True
1127,3,1,0,0,False
-4426,-9,1,0,0,False
1665,1,0,0,1,False
110,5,1,1,0,False
674,0,1,0,0,False
-1303,-5,0,0,1,True
-962,-1,0,0,1,True
-984,-4,1,1,1,True
-3547,-8,1,0,0,False
-82,-1,1,0,0,True
3754,7,0,1,1,True
940,4,1,1,1,True
4193,12,0,0,0,True
1142,4,1,1,0,True
837,0,0,1,0,False
982,2,1,1,0,True
277,0,0,0,1,True
1322,6,0,1,0,True
2727,5,0,1,1,True
3237,7,0,0,1,True
-2162,-3,1,0,0,False
-3838,-8,1,0,0,True
-1701,-7,1,0,0,False
2558,5,0,1,1,False
1083,3,0,1,1,True
472,2,1,1,1,False
-4106,-9,1,0,0,False
1033,4,0,1,0,True
2023,4,0,1,1,True
-2461,-7,1,1,1,True
1769,3,0,0,1,True
-1694,-5,1,1,0,False
-2091,-3,0,1,0,True
1119,2,0,0,1,False
-1905,-7,1,1,0,False
-281,0,0,0,0,True
40,-1,1,0,0,True
-1168,1,1,0,0,False
2149,5,0,1,1,True
3736,4,0,0,0,True
645,2,0,1,1,True
2040,5,0,1,1,True
520,2,0,1,1,False
-4341,-7,1,0,0,False
-1397,-3,1,0,0,True
-396,-1,1,1,0,True
-1237,-2,1,1,0,False
-3394,-6,0,1,1,False
-84,-1,0,1,1,True
4432,9,0,1,0,True
-2812,-5,1,0,0,False
1118,0,0,1,1,True
-142,-4,1,1,0,False
-525,-1,1,1,1,False
-2277,-3,1,1,0,True
2543,5,0,1,0,True
2546,8,1,0,0,False
-1951,-2,1,0,0,True
1934,3,1,0,0,True
1174,1,0,1,1,True
2486,5,0,1,0,True
3765,7,0,1,1,True
672,-1,1,0,0,False
-65,1,1,1,1,True
2288,4,0,0,0,False
4196,9,0,1,0,True
1220,2,0,1,1,False
-812,-2,0,0,0,True
-417,-1,1,0,1,False
-2479,-6,1,0,0,True
1443,0,1,0,0,True
-1859,-1,1,0,1,False
-933,-5,0,1,0,False
-109,-2,0,0,1,True
1572,3,0,1,1,False
2258,5,0,1,0,True
446,2,0,1,1,True
-2669,-2,0,0,1,True
-221,-3,0,0,0,True
-1667,-3,0,0,0,False
2434,1,0,1,0,True
-4219,-7,1,0,0,False
427,1,0,1,0,True
44,2,1,1,0,True
-1763,-4,1,0,0,False
-1231,-3,1,1,0,False
-2577,-4,1,1,0,True
1931,5,0,1,0,False
1800,5,0,1,1,True
6225,12,0,1,0,True
1309,3,0,1,1,True
-3202,-3,1,0,0,False
1823,3,0,1,1,True
-2359,-4,1,1,0,False
-1483,-2,1,0,0,False
2552,3,0,1,1,True
-1146,-2,1,0,0,False
1379,1,0,1,0,False
2020,4,1,0,1,False
2841,1,0,1,0,True
-221,0,1,1,1,False
97,1,0,1,1,True
1415,2,0,1,1,True
754,0,0,1,1,True
74,0,0,1,1,True
-4323,-11,1,0,0,False
1388,3,0,1,1,False
1414,0,0,0,0,True
-48,0,1,0,0,True
-1049,-4,1,0,0,True
-3801,-8,1,0,0,True
-3411,-6,1,1,0,False
1661,5,0,1,0,True
1851,2,0,0,1,True
2625,4,0,1,1,True
2938,7,0,1,0,False
321,2,1,0,1,True
-2268,-4,1,0,1,True
-1898,-3,1,0,1,True
648,2,0,0,1,False
764,2,1,1,0,True
-4783,-10,1,0,0,False
1517,2,0,1,0,True
-749,-3,1,1,0,False
2130,4,1,0,0,False
1214,3,0,0,0,True
-1643,-5,1,0,0,True
836,2,1,0,0,False
3633,8,0,1,1,True
-3964,-9,1,0,0,False
-396,-1,1,0,1,False
1393,1,0,0,0,False
1228,7,1,1,1,True
-87,2,1,1,0,True
2139,3,0,1,0,True
3697,7,0,1,1,False
-3792,-4,1,1,0,False
-2487,-2,1,0,0,False
2412,3,0,0,0,True
-164,-2,0,1,1,False
1251,2,0,0,1,True
-2987,-6,0,1,1,True
-1044,-4,1,0,1,False
-553,0,1,0,0,False
1310,-1,1,1,0,True
1906,1,0,0,1,False
2325,4,0,0,1,True
-108,-1,0,1,1,True
1580,5,0,1,1,False
32,0,1,1,1,False
-355,-2,1,0,0,False
460,0,0,1,0,True
-743,-3,0,1,1,True
593,1,1,0,1,True
2301,2,0,1,0,False
3157,5,0,1,0,True
-1619,0,1,0,0,False
1741,2,0,1,0,False
5197,12,0,1,0,True
-2971,-6,1,0,1,False
-3115,-6,1,0,0,False
-1896,-2,1,1,0,False
3833,7,0,1,1,True
105,2,1,1,1,True
-5171,-15,1,1,0,False
-1634,1,0,1,1,False
2860,8,0,1,1,True
455,3,0,1,1,True
1532,6,1,1,1,True
-991,-4,0,1,1,True
73,-1,1,0,1,False
1788,5,1,1,0,True
3311,5,0,0,1,True
925,3,0,0,1,False
265,-2,0,1,0,False
672,3,1,0,1,False
-933,-1,1,0,1,True
1576,0,0,1,1,True
1566,4,0,1,1,True
980,1,0,1,0,False
-1361,-2,1,1,1,True
-1651,-3,0,0,1,True
-383,0,1,1,0,True
1535,4,0,1,0,True
3510,8,0,1,1,True
-2240,-6,0,0,1,True
-2131,-2,0,1,1,True
477,-2,0,0,0,False
453,1,1,0,1,True
1587,5,0,0,1,False
-3443,-9,1,1,0,False
-287,-4,1,1,0,False
2721,4,0,1,1,True
-3062,-3,1,1,0,False
-1015,-2,1,1,0,False
-2198,-4,1,1,0,False
-2340,-4,1,0,0,True
671,2,1,1,0,False
281,1,1,1,0,False
877,2,1,0,0,False
-2236,-2,1,0,0,False
2884,6,0,1,1,True
-389,-2,0,0,1,True
594,2,0,0,1,False
3231,5,0,0,1,True
-389,-3,0,1,0,True
97,-2,0,0,0,True
-2443,-3,0,0,0,False
-85,1,1,1,0,True
1121,0,0,0,1,False
1857,3,0,0,0,True
-4762,-2,1,0,0,False
845,2,0,1,1,True
-1415,-3,0,0,1,False
1390,3,1,1,1,True
1355,0,0,1,1,False
1067,0,0,1,1,True
1462,-1,0,1,1,True
-2552,-3,0,1,0,False
-1379,-3,1,0,0,False
613,1,0,1,1,True
1513,2,0,1,1,True
-332,-3,0,0,1,False
-2331,-4,0,0,0,True
4954,10,0,1,1,False
2103,4,0,0,0,False
-296,1,1,0,1,True
2765,6,0,0,1,True
-2345,-4,1,0,0,False
-860,-1,1,1,0,False
705,3,1,0,0,False
-481,0,1,1,0,False
2720,4,0,0,1,True
-1907,-6,1,1,0,False
2703,5,0,1,1,True
-4528,-12,1,0,0,False
1971,3,0,0,0,True
-1707,-4,0,1,0,False
558,1,0,1,1,True
4767,10,0,0,0,False
3735,6,0,1,1,True
-1325,0,1,1,1,True
-290,1,1,0,0,False
3562,7,0,0,1,True
593,2,0,0,1,False
3457,8,0,1,0,True
-2564,-6,1,0,0,False
3186,8,0,1,0,True
-2567,-4,1,1,0,False
-730,-2,1,0,1,True
700,1,0,0,0,False
467,2,1,1,0,False
1434,1,0,1,1,True
1615,1,0,1,0,True
3219,6,0,1,1,True
570,3,1,0,1,False
-1030,-4,1,0,0,False
1983,1,0,1,1,True
3004,7,0,1,1,True
1974,4,0,1,1,False
-532,0,0,1,1,True
644,2,0,0,1,False
-5196,-12,1,0,0,False
408,1,1,0,0,True
4033,6,0,1,0,True
-1117,-4,1,0,0,False
54,-1,0,1,1,True
1897,4,1,1,1,False
3249,6,0,0,1,True
-1080,-2,0,1,0,True
-1493,0,1,0,0,False
-78,2,0,1,0,True
-805,0,1,0,0,False
459,2,1,1,0,True
-1282,0,0,0,0,False
3047,5,0,1,1,True
-1664,-2,1,0,0,False
1414,5,0,1,0,True
72,2,1,0,1,True
-363,-1,1,1,0,True
84,1,0,1,1,False
-2333,-4,1,0,1,False
-805,-1,1,1,1,True
3527,7,0,0,0,True
1708,2,0,0,1,True
2129,3,1,1,1,True
-1590,-3,1,1,0,False
-510,1,1,0,0,True
-905,0,0,1,1,True
904,4,0,0,1,True
1155,1,1,1,1,True
-1510,0,1,1,1,False
-958,-1,1,1,0,True
-846,-1,0,1,0,False
222,1,0,1,1,True
993,1,0,1,0,True
1144,3,0,1,0,True
3041,3,0,1,0,True
891,3,0,1,1,True
2167,3,0,1,0,True
985,3,0,1,1,True
747,-1,1,1,1,True
-850,-3,1,0,0,False
2740,4,0,1,0,True
-2732,-6,1,0,0,False
2227,8,0,0,0,True
2686,7,0,1,1,True
2212,3,0,1,1,False
207,3,1,1,0,True
-523,-4,0,1,1,True
440,0,0,0,0,False
-5170,-11,1,0,0,False
-1263,-5,0,0,0,False
73,-1,0,1,0,True
1066,2,0,0,1,False
-5407,-8,1,1,0,True
1426,-1,0,0,1,True
-62,-2,1,1,1,False
-4533,-6,1,0,0,False
-348,1,0,1,0,True
-449,-2,1,1,1,True
1103,-1,0,1,0,True
1720,7,0,1,0,True
-1438,-3,1,0,0,True
-1644,0,0,0,1,True
-665,-2,1,0,1,True
362,2,1,0,1,True
-1565,-3,1,0,0,True
-125,0,1,0,1,True
24,-2,0,0,1,True
-1015,-4,0,0,1,True
-676,-1,1,1,1,False
-333,-1,1,0,0,False
778,2,1,1,0,True
-1187,-3,0,0,1,True
-1307,-1,1,0,0,False
652,4,1,1,0,False
-1192,-4,0,0,0,False
-1316,-1,0,0,0,True
1404,4,0,0,1,True
525,1,0,0,0,False
-3262,-6,1,0,0,True
-805,0,1,0,0,True
1546,3,0,0,1,True
3508,8,0,1,1,True
-3348,-7,1,0,0,False
-903,-3,0,1,0,False
1175,5,1,0,0,False
1977,2,0,1,1,True
1001,2,0,1,1,True
965,-1,0,0,0,False
250,-3,0,0,1,True
-1901,-4,1,0,0,False
-3628,-5,1,0,1,False
-1136,-1,0,1,1,True
-3172,-4,1,0,0,False
410,3,1,1,0,True
-2494,-5,1,0,0,False
-2150,-3,1,1,0,False
-2706,-7,1,0,0,False
1654,2,0,0,0,True
311,0,0,0,1,True
3258,5,0,1,1,True
-845,-3,1,1,1,False
1677,4,0,0,1,True
302,0,1,1,1,False
1391,5,1,0,0,True
-1392,-2,1,0,0,True
-739,0,1,1,1,True
-2170,-6,1,1,1,True
-41,2,0,1,1,True
-2465,-4,1,0,0,False
-681,-2,0,0,0,False
-816,3,1,0,0,False
-1660,-6,1,0,0,True
614,0,0,1,1,True
3804,8,0,1,1,True
1674,2,0,1,0,False
290,-5,1,0,0,False
-1809,-3,1,0,0,False
3992,10,0,0,1,True
-1435,-4,1,1,0,True
-104,0,1,1,1,False
1448,8,1,1,0,True
-346,0,0,1,0,False
-2090,-3,0,0,1,True
-1048,-1,1,0,0,False
3319,7,0,1,0,True
-1744,-2,1,0,0,False
-1297,-1,0,0,0,True
3157,7,0,1,1,True
1106,0,0,1,0,True
501,2,1,1,0,False
1978,3,0,0,1,True
-3077,-9,1,0,0,False
-2008,-5,0,1,0,True
-212,-2,0,1,0,True
-963,-3,1,1,1,True
-2327,-5,1,0,0,False
-1357,-2,1,0,0,False
-512,0,1,1,0,False
516,-1,1,1,0,False
-1981,-5,1,1,0,False
1481,4,1,0,0,False
2734,6,0,1,1,True
3334,8,0,1,1,True
892,2,1,1,1,True
1967,2,1,0,0,False
4531,8,0,0,0,True
-1617,-3,1,0,0,False
1264,4,0,1,1,False
-4226,-7,1,1,0,False
836,2,0,0,1,True
-1265,-3,1,1,1,True
1812,6,0,1,1,True
-1499,-4,0,0,1,True
-2274,-6,1,0,0,True
-1218,-4,1,0,0,True
-5102,-5,1,0,1,False
797,3,0,1,1,False
2463,2,0,1,0,True
-482,0,0,0,1,False
2848,5,1,1,0,True
4796,9,0,0,1,True
-274,-4,0,1,1,True
2876,5,0,1,1,True
-1820,0,1,0,0,False
-1385,-3,1,0,0,False
-2680,-4,1,0,0,False
-192,0,0,1,0,False
48,-3,0,0,0,True
-3645,-7,1,0,0,False
1036,0,0,0,1,True
4023,12,0,1,1,True
3224,6,0,1,0,True
708,1,1,1,0,True
5534,10,0,1,0,True
-1743,-7,1,0,0,False
460,0,0,1,1,True
4935,10,0,1,0,True
-2883,-3,1,1,0,False
447,0,1,0,1,True
1709,4,0,1,0,True
2425,7,1,1,0,True
2117,5,0,0,1,False
-3204,-7,1,0,1,False
-1975,-3,0,0,0,False
1340,3,0,0,1,True
-4081,-9,1,1,0,False
-286,-1,0,1,1,True
672,2,0,0,1,True
-3050,-5,1,0,0,False
3274,6,1,0,0,False
2208,6,0,1,0,True
-2687,-7,1,1,1,True
-11,-1,1,0,0,False
-3148,-7,0,0,1,False
601,1,1,1,1,False
-212,-2,0,1,0,True
3182,8,0,1,1,True
5916,11,0,1,1,True
-525,1,1,1,0,True
2878,6,0,1,1,True
1398,1,0,0,1,True
2626,4,0,0,1,True
